observed_on,user_id,created_at,taxon_family_name,taxon_genus_name,taxon_species_name,broader,establishment_means
20/02/2024,4743351,2024-02-20 23:21:14 UTC,Proteaceae,Hakea,Hakea teretifolia,3.dicot,native
14/09/2022,745089,2024-03-29 03:31:48 UTC,Proteaceae,Hakea,Hakea teretifolia,3.dicot,native
1/08/2004,636550,2019-04-15 12:51:07 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
28/07/2019,447429,2019-07-28 20:57:23 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
25/08/2019,64271,2019-08-29 12:27:31 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/08/2019,64271,2020-05-16 07:47:57 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2020,2488549,2020-07-16 08:52:53 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2020,2488549,2020-07-16 08:59:00 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2020,2488549,2020-07-16 09:11:41 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2020,2488549,2020-07-16 10:19:50 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
18/07/2020,2518052,2020-07-18 08:30:46 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
18/07/2020,2488549,2020-07-18 09:02:29 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
5/08/2020,3312793,2020-08-04 23:58:00 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
12/08/2020,2488549,2020-08-12 03:24:10 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
21/08/2020,2488549,2020-08-21 10:45:30 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
21/08/2020,2488549,2020-08-21 23:00:41 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
29/08/2020,2488549,2020-08-29 05:26:03 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
29/08/2020,2488549,2020-08-29 07:51:10 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
10/10/2020,3769668,2020-10-21 09:58:54 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
23/10/2020,2488549,2020-10-24 05:45:30 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
12/07/2021,4095677,2021-07-12 05:55:36 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
20/07/2021,3678274,2021-07-20 08:36:48 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
25/07/2021,2488549,2021-07-25 10:20:54 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
24/07/2021,4095677,2021-07-25 11:35:38 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
7/08/2020,4743351,2021-07-30 11:44:07 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
3/09/2021,4916136,2021-09-03 13:10:33 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
6/09/2021,4916136,2021-09-06 08:53:20 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
5/09/2021,3792160,2021-09-22 09:05:00 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
3/10/2021,2488549,2021-10-03 03:11:15 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
3/09/2021,4916136,2021-10-03 12:29:53 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
26/10/2021,4916136,2021-10-26 13:45:53 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
14/12/2021,2488549,2021-12-15 01:46:58 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
25/07/2022,4724286,2022-07-25 05:00:06 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
6/08/2022,4743351,2022-08-08 01:05:17 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
10/08/2022,2488549,2022-08-10 06:55:59 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
17/08/2022,2488549,2022-08-18 04:28:31 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
12/08/2017,5083980,2022-10-02 05:11:39 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
3/10/2022,6209647,2022-10-03 12:13:38 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2023,7001195,2023-07-16 06:15:53 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
16/07/2023,2366151,2023-07-16 10:54:10 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
19/07/2023,4916136,2023-07-19 12:27:21 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
20/07/2023,6196075,2023-07-19 21:54:01 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
24/07/2023,6196075,2023-07-24 09:34:00 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
19/08/2023,6209647,2023-08-21 15:56:00 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
18/07/2023,4317345,2023-09-07 02:04:21 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
24/09/2023,1138587,2023-09-27 02:45:28 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
24/09/2023,1138587,2023-09-27 02:45:28 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
2/08/2021,3488848,2023-10-10 11:21:53 UTC,Fabaceae,Hardenbergia,Hardenbergia violacea,3.dicot,native
31/12/2019,2488549,2019-12-31 11:21:26 UTC,Myrtaceae,Harmogia,Harmogia densifolia,3.dicot,native
18/01/2020,2488549,2020-01-18 00:13:59 UTC,Myrtaceae,Harmogia,Harmogia densifolia,3.dicot,native
18/04/2020,2488549,2020-04-19 01:55:20 UTC,Myrtaceae,Harmogia,Harmogia densifolia,3.dicot,native
14/12/2021,2488549,2021-12-14 20:09:06 UTC,Myrtaceae,Harmogia,Harmogia densifolia,3.dicot,native
26/12/2019,2488549,2019-12-26 10:01:10 UTC,Boraginaceae,Heliotropium,Heliotropium amplexicaule,3.dicot,introduced
13/06/2015,64271,2015-06-20 13:15:39 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
29/10/2014,2991,2015-07-23 16:49:13 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
29/10/2014,2991,2015-07-23 18:25:03 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
27/11/2016,322026,2017-06-26 16:02:31 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
19/04/2019,45978,2019-04-19 07:12:16 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
18/08/2019,265090,2019-08-20 17:47:04 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
10/09/2019,793994,2019-09-10 11:18:42 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
18/01/2020,2488549,2020-01-18 00:35:31 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
23/02/2020,1980689,2020-02-24 08:49:21 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
9/03/2020,2488549,2020-03-09 09:07:07 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
17/04/2020,2488549,2020-04-17 09:01:51 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
3/05/2020,2488549,2020-05-03 01:05:42 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
23/05/2020,62599,2020-05-23 11:09:07 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/07/2020,2488549,2020-07-24 08:57:23 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
30/08/2020,2091535,2020-08-30 02:48:42 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
26/09/2020,2488549,2020-09-26 23:35:59 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
7/04/2020,3408787,2020-10-01 09:27:48 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
18/12/2020,2779982,2020-12-19 00:48:29 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
1/01/2021,2376854,2021-01-01 13:13:44 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
1/01/2021,2376854,2021-01-01 13:22:56 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
7/02/2021,2376854,2021-02-07 11:23:25 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
7/02/2021,2376854,2021-02-07 11:29:44 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
8/04/2021,325733,2021-04-09 12:21:45 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/05/2021,3957444,2021-05-24 10:00:59 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/07/2021,4095677,2021-07-25 11:25:57 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
7/07/2020,4743351,2021-08-01 10:39:18 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
9/04/2021,3678274,2021-08-04 12:50:12 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
17/09/2021,4916136,2021-09-19 13:34:48 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
25/09/2021,4037891,2021-09-28 09:58:43 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
28/09/2021,4916136,2021-09-28 12:04:09 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
30/09/2021,4916136,2021-09-30 13:03:04 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
1/09/2021,4916136,2021-10-02 08:50:37 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
2/09/2021,4916136,2021-10-03 12:01:20 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
4/10/2021,4916136,2021-10-10 04:25:01 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
11/10/2021,4916136,2021-10-11 11:11:07 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
12/10/2021,4916136,2021-10-12 12:02:00 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
1/09/2021,2665854,2021-10-22 06:38:27 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
19/10/2021,4743351,2021-10-24 07:28:56 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
27/10/2021,4916136,2021-10-27 11:49:26 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
7/11/2021,4037891,2021-11-07 11:22:44 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
6/11/2021,2376854,2021-11-07 13:28:03 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
28/11/2021,2376854,2021-12-01 04:00:39 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
17/11/2021,3880468,2021-12-22 11:51:03 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
11/01/2022,4743351,2022-02-09 10:09:23 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
13/02/2022,4025155,2022-02-13 08:39:30 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:36 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:46 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
30/04/2022,1138587,2022-04-30 10:45:12 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
26/03/2022,3880468,2022-05-04 14:23:12 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
22/05/2022,2488549,2022-05-22 11:46:12 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
22/05/2022,2488549,2022-05-22 11:46:24 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
18/01/1988,717200,2022-06-17 02:20:54 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/05/2022,3425899,2022-06-23 06:49:53 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
26/06/2022,2322306,2022-06-27 21:44:29 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/07/2022,265090,2022-07-24 20:04:06 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
14/08/2022,265090,2022-08-14 08:28:44 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
20/12/2021,6029661,2022-08-17 00:38:22 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
10/09/2022,4916136,2022-09-19 12:50:40 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
16/09/2022,3678274,2022-09-20 00:11:32 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/09/2022,2488549,2022-09-24 11:58:21 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
2/11/2022,2631448,2022-11-02 06:45:01 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
8/11/2022,4025155,2022-11-08 18:30:07 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
13/11/2022,624851,2022-11-21 06:15:00 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/11/2022,2531563,2022-11-26 23:20:00 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
12/02/2023,2376854,2023-02-13 15:43:16 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
19/02/2023,5364942,2023-02-20 21:01:26 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
19/03/2023,4743351,2023-03-23 11:18:03 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
5/04/2023,1809954,2023-04-06 22:54:28 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
28/05/2023,2325183,2023-05-28 07:29:54 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
2/06/2023,5037697,2023-06-02 03:56:08 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
3/06/2023,4916136,2023-07-03 12:53:02 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
21/07/2023,6196075,2023-07-21 02:22:56 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
29/07/2023,2650798,2023-07-30 11:17:01 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
27/08/2023,149222,2023-08-27 01:30:43 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
5/09/2023,4743351,2023-09-14 11:56:29 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
22/10/2023,2583877,2023-10-22 00:29:27 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
5/11/2023,6304289,2023-11-05 09:59:43 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
26/11/2023,1438982,2023-11-29 21:25:16 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
10/08/2023,2379395,2023-12-05 05:35:13 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
17/12/2023,1305186,2023-12-18 00:18:50 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
2/01/2024,661392,2024-01-02 06:16:14 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
2/01/2024,1138587,2024-01-02 09:03:05 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
10/02/2024,1138587,2024-02-10 07:12:36 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
22/02/2024,1175154,2024-02-22 06:42:24 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
22/05/2024,2663646,2024-05-22 09:48:08 UTC,Lamiaceae,Hemigenia,Hemigenia purpurea,3.dicot,native
24/12/2016,287994,2016-12-24 04:15:13 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
25/11/2018,5920,2018-11-26 10:58:14 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
23/10/2020,3654699,2020-10-26 04:42:47 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
10/11/2020,3721620,2020-11-16 04:25:54 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
10/11/2022,4916136,2022-11-10 05:53:28 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
23/11/2022,2531563,2022-11-23 09:46:01 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
30/11/2022,1477617,2022-12-02 13:45:10 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
17/12/2022,485705,2022-12-17 20:11:38 UTC,Iridaceae,Herbertia,Herbertia lahue,5.monocot-colorful,introduced
4/09/2021,3893507,2021-09-04 21:50:40 UTC,Dilleniaceae,Hibbertia,Hibbertia aspera,3.dicot,native
28/12/2022,2488549,2022-12-28 00:22:04 UTC,Dilleniaceae,Hibbertia,Hibbertia aspera,3.dicot,native
28/02/2024,3978191,2024-02-28 09:55:07 UTC,Dilleniaceae,Hibbertia,Hibbertia aspera,3.dicot,native
21/10/2016,13444,2016-10-23 22:17:17 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
16/09/2018,2488549,2019-12-20 10:23:48 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
2/08/2020,2444826,2020-08-02 02:13:54 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,2488549,2020-08-05 05:42:20 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,2488549,2020-08-05 06:11:56 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,2488549,2020-08-05 09:16:25 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,793005,2020-08-06 01:15:12 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,793005,2020-08-06 01:39:42 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/08/2020,793005,2020-08-06 02:36:11 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
16/08/2020,2512752,2020-08-16 08:49:11 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
21/08/2020,2488549,2020-08-21 10:04:58 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
29/08/2020,2488549,2020-08-29 03:45:22 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
31/08/2020,793005,2020-09-08 03:04:29 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
8/09/2020,3408787,2020-09-09 00:11:46 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
8/09/2020,4743351,2021-07-25 05:34:58 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
27/08/2021,4743351,2021-08-28 11:42:24 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
29/08/2021,4025155,2021-08-29 05:20:09 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
29/08/2021,4037891,2021-08-29 05:20:18 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
3/09/2021,4916136,2021-09-03 08:32:14 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
6/09/2021,4916136,2021-09-06 10:58:14 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
12/09/2021,2488549,2021-09-12 09:26:56 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
17/09/2021,2488549,2021-09-17 11:42:18 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
18/09/2021,4945027,2021-09-18 10:16:20 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
21/09/2021,4743351,2021-09-22 22:55:31 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
1/10/2021,2850357,2021-10-01 05:04:48 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
9/10/2021,4916136,2021-10-09 12:56:26 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
20/09/2021,4916136,2021-10-13 13:01:07 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
28/10/2021,706931,2021-10-28 08:23:10 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
1/11/2021,4916136,2021-11-02 11:29:08 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
20/11/2021,4916136,2021-11-20 11:26:30 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
4/09/2016,2451999,2022-02-06 04:51:39 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
4/10/2022,4743351,2022-10-06 09:52:12 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
2/10/2022,811913,2022-10-23 18:25:41 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
20/03/2023,1259195,2023-03-26 10:27:38 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
24/07/2023,6196075,2023-07-24 09:34:54 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
4/08/2023,4970861,2023-08-04 12:20:14 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
12/08/2023,3936801,2023-08-12 04:35:32 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
16/08/2023,5869062,2023-08-16 08:52:50 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
10/08/2023,4916136,2023-08-24 12:34:09 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
5/09/2023,4743351,2023-09-14 07:05:54 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
18/09/2023,3678274,2023-09-18 23:16:30 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
18/09/2023,3678274,2023-09-20 07:02:02 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
22/09/2023,3978191,2023-09-22 09:59:41 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
20/09/2023,5435930,2023-09-25 12:15:30 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
7/09/2023,6516136,2023-10-11 01:04:44 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
28/10/2023,2631448,2023-10-29 05:24:46 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
17/09/2023,745089,2023-12-09 09:47:56 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
2/01/2024,661392,2024-01-02 05:37:57 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
2/01/2024,1138587,2024-01-02 08:07:09 UTC,Dilleniaceae,Hibbertia,Hibbertia dentata,3.dicot,native
23/02/2020,45978,2020-02-23 07:27:34 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
27/08/2021,4743351,2021-08-29 04:54:41 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
13/02/2023,2631448,2023-02-18 23:23:46 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
5/09/2023,4743351,2023-09-14 11:56:16 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
24/09/2023,661392,2023-09-29 10:17:33 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
3/03/2024,3712636,2024-03-03 03:04:48 UTC,Dilleniaceae,Hibbertia,Hibbertia empetrifolia,3.dicot,native
3/12/2019,4743351,2021-08-02 10:49:48 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
3/12/2019,4743351,2021-08-02 11:30:37 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
9/10/2021,2488549,2021-10-09 10:02:20 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
15/10/2021,4916136,2021-10-16 12:17:52 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
19/10/2021,4743351,2021-10-20 10:37:44 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
6/08/2022,4743351,2022-08-08 11:13:11 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
24/09/2022,2488549,2022-09-24 11:58:26 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
13/10/2022,4916136,2022-10-17 10:47:14 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
4/10/2022,3678274,2022-10-19 22:58:19 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
10/11/2022,2488549,2022-11-10 10:02:26 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
19/11/2022,2488549,2022-11-19 01:41:44 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
19/11/2022,2488549,2022-11-19 03:03:50 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
19/11/2022,2488549,2022-11-19 03:03:56 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
10/11/2022,624851,2022-11-19 22:46:41 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
26/02/2023,4743351,2023-02-27 09:57:01 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
24/09/2023,661392,2023-10-03 13:20:27 UTC,Dilleniaceae,Hibbertia,Hibbertia ericifolia,3.dicot,native
16/07/2020,2488549,2020-07-16 10:39:09 UTC,Dilleniaceae,Hibbertia,Hibbertia fasciculata,3.dicot,native
26/09/2020,2488549,2020-09-26 23:31:39 UTC,Dilleniaceae,Hibbertia,Hibbertia fasciculata,3.dicot,native
18/09/2021,4025155,2021-09-22 12:55:17 UTC,Dilleniaceae,Hibbertia,Hibbertia fasciculata,3.dicot,native
4/10/2022,3678274,2022-10-06 10:29:20 UTC,Dilleniaceae,Hibbertia,Hibbertia fasciculata,3.dicot,native
